_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,category,category:confidence,category_gold,id,screenname,text
662823224,false,finalized,3,2/18/2015 06:52:12,Information,1.0,,320200877375905792,CitigroupBRK,"Analyst Upgrades JPMorgan, Says Stock Should Work In Any Weather:  http://t.co/PSeUbnzfio #Citigroup #BRK"
662823225,false,finalized,3,2/18/2015 11:28:10,Information,1.0,,320096950454194176,CitigroupBRK,"Fighting to save our community banks: All over Georgia, community banks have closed their door... http://t.co/EqT39o8vTS #Citigroup #BRK"
662823226,false,finalized,3,2/18/2015 12:01:05,Action,0.6675,,319939664926629888,CitigroupBRK,[video] Fast Money Final Trade:  http://t.co/YcDmZEKMeT #Citigroup #BRK
662823227,false,finalized,3,2/18/2015 13:40:17,Information,1.0,,319884561553178624,CitigroupBRK,Mortgage Lender Charged With Defrauding Government: (Reuters) - The United States on Thursday ... http://t.co/yZKis36pfl #Citigroup #BRK
662823228,false,finalized,3,2/18/2015 11:53:47,Information,1.0,,319881253396561920,CitigroupBRK,U.S. charges N.Y. mortgage lender with defrauding government: [Reuters] - The United States on... http://t.co/8lbgIfVU6G #Citigroup #BRK
662823229,false,finalized,3,2/18/2015 03:57:52,Information,1.0,,319785405828448256,CitigroupBRK,The Man And Citigroup Loan Behind New York's Corruption Scandal:  http://t.co/APuaIJSVwE #Citigroup #BRK
662823230,false,finalized,3,2/18/2015 12:33:54,Information,1.0,,319678278174658560,CitigroupBRK,"Bond Traders Club Loses Cachet in Most Important Market: [at Bloomberg] - Primary dealers, the... http://t.co/8637UYfCtI #Citigroup #BRK"
662823231,false,finalized,3,2/18/2015 12:02:36,Information,1.0,,319605146604687360,CitigroupBRK,"U.S.: With Support from Citi, Chicago’s Urban Prep Academies to Expand Project GOLD and Improv... http://t.co/3ZNbTlFHcc #Citigroup #BRK"
662823232,false,finalized,3,2/18/2015 11:20:36,Information,1.0,,319595053242798080,CitigroupBRK,"Exclusive - TPG, Madison Dearborn final bidders for NFP: sources:  http://t.co/MODX1gIIA8 #Citigroup #BRK"
662823233,false,finalized,3,2/18/2015 11:49:37,Information,1.0,,319551893959503872,CitigroupBRK,Better Buy Right Now: Citigroup or JPMorgan Chase?:  http://t.co/ME1xqCacAE #Citigroup #BRK
662823234,false,finalized,3,2/18/2015 12:16:02,Information,1.0,,319545964903940096,CitigroupBRK,Witness at the Center of Malcolm Smith Bribery Case Owes $126M to Citigroup: The cooperating w... http://t.co/NQcyDwmFTl #Citigroup #BRK
662823235,false,finalized,3,2/18/2015 13:58:34,Information,1.0,,319206513145151488,CitigroupBRK,Australia: Citibank to Sponsor The Good Food &amp  Wine Show 2013 in Melbourne and Sydney: [at noo... http://t.co/JBUqOmyhp7 #Citigroup #BRK
662823236,false,finalized,3,2/18/2015 12:45:22,Information,1.0,,319206511966564352,CitigroupBRK,Taiwan: Second Citi Future Leaders Development Program Awards Ceremony: [at noodls] - For Imme... http://t.co/e0Ukj0zK2v #Citigroup #BRK
662823237,false,finalized,3,2/18/2015 06:49:21,Information,1.0,,319133750275477504,CitigroupBRK,This Banking Giant is Undervalued: Adnan is a member of The Motley Fool Blog Network -- entrie... http://t.co/wzQB784dRJ #Citigroup #BRK
662823238,false,finalized,3,2/18/2015 12:13:35,Information,1.0,,319109079098327040,CitigroupBRK,Standard Chartered Says U.A.E. Consumer Loans Jumped 20% in 2012:  http://t.co/ie9P0Yzdwc #Citigroup #BRK
662823239,false,finalized,3,2/18/2015 13:31:46,Information,1.0,,318972673894019072,CitigroupBRK,A fiscal warning from two former budget chiefs: Two former budget chiefs who worked for presid... http://t.co/nMraWaP2hP #Citigroup #BRK
662823240,false,finalized,3,2/18/2015 11:26:08,Information,1.0,,318947845996683264,CitigroupBRK,Judge questions fairness of Citigroup $590 million settlement over toxic mortgage assets: Bott... http://t.co/kfcV1chDEg #Citigroup #BRK
662823241,false,finalized,3,2/18/2015 09:16:13,Information,1.0,,318914410573864960,CitigroupBRK,A fiscal warning from two former budget chiefs: [Reuters] - Two former budget chiefs who worke... http://t.co/pIjoPGAfUi #Citigroup #BRK
662823242,false,finalized,3,2/18/2015 13:39:32,Information,1.0,,318896531606495232,CitigroupBRK,Judge questions fairness of Citigroup $590 million settlement: A Manhattan federal judge on Mo... http://t.co/sqrY52bNfg #Citigroup #BRK
662823243,false,finalized,3,2/18/2015 04:31:34,Information,1.0,,318896530390151168,CitigroupBRK,Judge questions fairness of Citigroup $590 million settlement: ROB Insight is The Globe and Ma... http://t.co/l02N15ptlp #Citigroup #BRK
662823244,false,finalized,3,2/18/2015 12:27:39,Information,0.6731,,318869647527141376,CitigroupBRK,Judge questions fairness of Citigroup $590 million settlement:  http://t.co/dXDhVF1Z7T #Citigroup #BRK
662823245,false,finalized,3,2/18/2015 07:01:55,Information,1.0,,318869644725342208,CitigroupBRK,Judge questions fairness of Citigroup $590 million settlement: [Reuters] - A Manhattan federal... http://t.co/PEvDP9Y5II #Citigroup #BRK
662823246,false,finalized,3,2/18/2015 06:45:12,Information,1.0,,318868392662691840,CitigroupBRK,Judge questions fairness of Citigroup $590 million settlement: By Jonathan Stempel (Reuters) -... http://t.co/3DAZKow8FI #Citigroup #BRK
662823247,false,finalized,3,2/18/2015 08:51:36,Information,1.0,,318752464595734528,CitigroupBRK,Vivendi Wins Copyright Ruling in Used-Digital-Song Case:  http://t.co/AXdkP6S6tq #Citigroup #BRK
662823248,false,finalized,3,2/18/2015 12:22:25,Information,1.0,,318233699508441088,CitigroupBRK,"Fighting_to_save_our_community_banks0_1364587394.jpg: All over Georgia, community banks have clo... http://t.co/jt6VkN8cN7 #Citigroup #BRK"
662823249,false,finalized,3,2/18/2015 12:49:53,Action,0.6616,,317635261989273600,CitigroupBRK,15 Reasons to Invest in Bank Stocks Right Now:  http://t.co/xQ4HqiCKPa #Citigroup #BRK
662823250,false,finalized,3,2/18/2015 04:42:03,Information,1.0,,317508017488814080,CitigroupBRK,Energy security and American jobs: President Barack Obama has a big decision to make about thi... http://t.co/YZ906ScWnn #Citigroup #BRK
662823251,false,finalized,3,2/18/2015 06:56:28,Information,1.0,,317412232453558272,CitigroupBRK,BlackRock To Hire Tim Geithner ?: Fox Business Network reports that the former Treasury Secret... http://t.co/q4dtlstlUn #Citigroup #BRK
662823252,false,finalized,3,2/18/2015 11:17:33,Information,1.0,,317357623437586432,CitigroupBRK,[$$] Citi Sails Back Into 'Synthetic' Securities:  http://t.co/Tz5DxgQZXz #Citigroup #BRK
662823253,false,finalized,3,2/18/2015 03:59:13,Information,1.0,,317314684334247936,CitigroupBRK,"With Support from Citi, Chicago’s Urban Prep Academies to Expand Project GOLD and Improve Grad... http://t.co/MLLZ2B97l2 #Citigroup #BRK"
662823254,false,finalized,3,2/18/2015 03:51:32,Information,0.6496,,316990175274209280,CitigroupBRK,"Steve Currall:  Leadership Lessons: What Do Executives at Amazon, Citigroup and Whole Foods Ma... http://t.co/40utwn6EJZ #Citigroup #BRK"
662823255,false,finalized,3,2/18/2015 12:33:24,Information,0.6662,,316951094251122688,CitigroupBRK,[video] NYC Job Fair for Veterans:  http://t.co/IehxYn7yrO #Citigroup #BRK
662823256,false,finalized,3,2/18/2015 06:54:46,Information,1.0,,316658364853678080,CitigroupBRK,China's CITIC Securities taps Goldman model to hedge on global future: [Reuters - UK Focus] - ... http://t.co/EcpIooYQFW #Citigroup #BRK
662823257,false,finalized,3,2/18/2015 09:15:33,Information,1.0,,316652471802011648,CitigroupBRK,Federal Reserve orders Citigroup to improve money laundering checks: Bottom Right Default Stat... http://t.co/qLzHOh2d5k #Citigroup #BRK
662823258,false,finalized,3,2/18/2015 13:45:43,Information,1.0,,316648299958505472,CitigroupBRK,Facebook’s Empire is Growing and 2 Other Heavily Traded Stocks:  http://t.co/l5dPif9mTa #Citigroup #BRK
662823259,false,finalized,3,2/18/2015 12:46:03,Information,1.0,,316627287363686400,CitigroupBRK,Citigroup's Capital X 6.10% Capital Securities Yield Pushes Past 6%:  http://t.co/VxyiLqgJMn #Citigroup #BRK
662823260,false,finalized,3,2/18/2015 13:32:21,Information,1.0,,316618992359989248,CitigroupBRK,"Federal Reserve tells Citigroup to improve plans for preventing money laundering: NEW YORK, N.... http://t.co/vOiVMngk1u #Citigroup #BRK"
662823261,false,finalized,3,2/18/2015 12:12:03,Action,0.6731,,316374416542027776,CitigroupBRK,5 New Preferreds To Replace Recently Called Securities:  http://t.co/CprjFjGFDo #Citigroup #BRK
662823262,false,finalized,3,2/18/2015 08:51:36,Information,1.0,,316367997931507712,CitigroupBRK,Companies To Employees: Get Healthier Or There'll Be 'Consequences': Most companies plan to cr... http://t.co/GQHm9Mi2zG #Citigroup #BRK
662823263,false,finalized,3,2/18/2015 05:14:28,Information,1.0,,316255134004948992,CitigroupBRK,FSA to keep banks' Libor setting voluntary for now:  http://t.co/Ctw0ICgiuo #Citigroup #BRK
662823264,false,finalized,3,2/18/2015 06:48:38,Information,1.0,,316167624604139520,CitigroupBRK,U.S. Hedge Funds Swoop on Traders at Struggling Europe Startups: U.S. hedge funds Pine River C... http://t.co/JWvQUbNn0t #Citigroup #BRK
662823265,false,finalized,3,2/18/2015 11:30:44,Information,1.0,,316044043110981632,CitigroupBRK,Exclusive: BofA's Moynihan to hold stock longer in new pay policy: [Reuters] - Bank of America... http://t.co/2RGJCpul4f #Citigroup #BRK
662823266,false,finalized,3,2/18/2015 12:46:03,Information,1.0,,315928898800087040,CitigroupBRK,JPM: From Safest to the New Bad Bank:  http://t.co/r06mf7xMFP #Citigroup #BRK
662823267,false,finalized,3,2/18/2015 04:34:55,Information,1.0,,315534485988974592,CitigroupBRK,DOJ Criminal Probe Into JPMorgan Whale Trade At 'Advanced Stages': Report: CNBC is reporting t... http://t.co/tY4swTZj6O #Citigroup #BRK
662823268,false,finalized,3,2/18/2015 12:22:42,Information,1.0,,315235788482813952,CitigroupBRK,Wall Street bonuses projected to rise 15 percent this year: consultant:  http://t.co/8t8gpKjntO #Citigroup #BRK
662823269,false,finalized,3,2/18/2015 04:37:56,Information,1.0,,315235787048353792,CitigroupBRK,Wall Street bonuses projected to rise 15 pct this year -consultant:  http://t.co/wDwkhwvgVM #Citigroup #BRK
662823270,false,finalized,3,2/18/2015 13:51:57,Information,1.0,,315219962010669056,CitigroupBRK,Exclusive: Fed pushes banks to ignore rivals when setting bonuses: The Federal Reserve is push... http://t.co/JWG4d9EhN4 #Citigroup #BRK
662823271,false,finalized,3,2/18/2015 12:51:56,Information,1.0,,315172253732065280,CitigroupBRK,Cash Dividend On The Way From Citigroup's Capital XVI 6.45% Preferred Securities:  http://t.co/G8zc0CZlGd #Citigroup #BRK
662823272,false,finalized,3,2/18/2015 06:54:46,Information,1.0,,315128978035838976,CitigroupBRK,Citigroup Said to Plan Three-Year Benchmark Securities Offering:  http://t.co/Erpocz5LGR #Citigroup #BRK
662823273,false,finalized,3,2/18/2015 10:35:23,Information,1.0,,315108982681382912,CitigroupBRK,Citadel's Griffin to leave E*Trade board: E*Trade Financial Corp. said Friday that Citadel LLC... http://t.co/Mh7aVHlu5U #Citigroup #BRK
662823274,false,finalized,3,2/18/2015 09:39:43,Information,1.0,,314797169884409856,CitigroupBRK,[$$] A Safe Bet on Big Banks:  http://t.co/uGuUnMwSzM #Citigroup #BRK
662823275,false,finalized,3,2/18/2015 13:55:43,Information,1.0,,314764934066085888,CitigroupBRK,"Wall Street CEOs Get Bonuses, Perks to Take Government Jobs: [The Daily Ticker] - http://d.yim... http://t.co/ep3AvAKAl6 #Citigroup #BRK"
662823276,false,finalized,3,2/18/2015 13:14:42,Information,1.0,,314725964271718400,CitigroupBRK,Royal Bank of Canada Chief Executive Officer Gordon Nixon: Nixon was awarded C$12.6 million in... http://t.co/SGFNEkg99X #Citigroup #BRK
662823277,false,finalized,3,2/18/2015 06:46:49,Information,1.0,,314486675604664320,CitigroupBRK,Fitch Affirms Citigroup Commercial Mortgage Securities Inc. Series 2005-EMG: Fitch Ratings has... http://t.co/FjA5vUDu5c #Citigroup #BRK
662823278,false,finalized,3,2/18/2015 09:13:54,Information,1.0,,314440509823275008,CitigroupBRK,Ex-Div Reminder for Citigroup's Capital XI 6.00% Securities:  http://t.co/LsghtczEpP #Citigroup #BRK
662823279,false,finalized,3,2/18/2015 12:21:08,Information,1.0,,314374595828387840,CitigroupBRK,Finland calls for 3.5 bln euro investment in electricity networks:  http://t.co/lV7LyacyOw #Citigroup #BRK
662823280,false,finalized,3,2/18/2015 12:24:59,Information,1.0,,314138097292029952,CitigroupBRK,"Late winter storm sends snow, sleet to New England: Syria's government accused rebels of firin... http://t.co/4Gk1a7cqvX #Citigroup #BRK"
662823281,false,finalized,3,2/18/2015 03:55:40,Information,1.0,,313976750184992768,CitigroupBRK,Citigroup to pay $730 million to settle lawsuit: Anti-smoking advocates and health experts are... http://t.co/D8NS9dzTPt #Citigroup #BRK
662823282,false,finalized,3,2/18/2015 13:21:02,Information,1.0,,313918301057187840,CitigroupBRK,Citigroup downgrades Sun TV  shares fall: Reuters Market Eye - Shares in Sun TV Network Ltd fa... http://t.co/sOv3Qf3M67 #Citigroup #BRK
662823283,false,finalized,3,2/18/2015 12:40:41,Information,0.6634,,313760079809753088,CitigroupBRK,Update on the latest business: Stocks are slumping on Wall Street as traders worry that a prop... http://t.co/UuLGSCnIny #Citigroup #BRK
662823284,false,finalized,3,2/18/2015 11:20:36,Information,1.0,,313753062147764224,CitigroupBRK,“Virtual Counselor Network” Transforms Professional Housing Counseling for Low-to-Moderate Inc... http://t.co/1QzQSl80Hh #Citigroup #BRK
662823285,false,finalized,3,2/18/2015 06:47:55,Information,1.0,,313720276946939904,CitigroupBRK,"Symantec, Intel, Security Stocks Boosted By Attacks:  http://t.co/DTcsTpZ3xC #Citigroup #BRK"
662823286,false,finalized,3,2/18/2015 12:34:00,Information,1.0,,313698141494984704,CitigroupBRK,Foreclosure Activity Trends Down:  http://t.co/rTp8RCHYrJ #Citigroup #BRK
662823287,false,finalized,3,2/18/2015 12:34:20,Information,1.0,,313651621475274752,CitigroupBRK,Is Citigroup Headed in the Right Direction?:  http://t.co/VJpHMJP40w #Citigroup #BRK
662823288,false,finalized,3,2/18/2015 08:43:44,Information,1.0,,312717670929817600,CitigroupBRK,Citigroup Announces $3 Billion Redemption of Trust Preferred Securities: The redemption date f... http://t.co/AWEVPBzmRd #Citigroup #BRK
662823289,false,finalized,3,2/18/2015 13:50:46,Information,1.0,,312659089656250368,CitigroupBRK,Citigroup Announces $3 Billion Redemption of Trust Preferred Securities: [Business Wire] - Cit... http://t.co/1MD2HqmRdC #Citigroup #BRK
662823290,false,finalized,3,2/18/2015 06:45:28,Information,1.0,,312633103933919232,CitigroupBRK,"Citigroup pays new CEO Corbat $12.4M in 2012: NEW YORK (AP) — Citigroup awarded its new CEO, M... http://t.co/oxC2Lke5o1 #Citigroup #BRK"
662823291,false,finalized,3,2/18/2015 13:22:55,Information,1.0,,312633102625280000,CitigroupBRK,"Citigroup awarded its new CEO, Michael Corbat, a total of $12.4 million last year: NEW YORK, N... http://t.co/EUvLlRTdFk #Citigroup #BRK"
662823292,false,finalized,3,2/18/2015 06:50:57,Information,1.0,,312628515382120448,CitigroupBRK,Is Citi Really the Safest Bank?:  http://t.co/702j1WtdN9 #Citigroup #BRK
662823293,false,finalized,3,2/18/2015 06:57:13,Action,1.0,,312596611454865408,CitigroupBRK,Seeking Opportunity: 10 Stocks To Watch Right Now:  http://t.co/2jAgN2PIrW #Citigroup #BRK
662823294,false,finalized,3,2/18/2015 03:55:08,Information,0.6809,,312532962648420352,CitigroupBRK,"[video] Banks' Balance Sheets 'Healthy': Analyst: [at CNBC] - Jason Goldberg, Barclays analyst... http://t.co/6BarTv6Uev #Citigroup #BRK"
662823295,false,finalized,3,2/18/2015 13:56:27,Information,1.0,,312339248919490560,CitigroupBRK,J.P. Morgan in government cross hairs:  http://t.co/SY222ljCiy #Citigroup #BRK
662823296,false,finalized,3,2/18/2015 09:11:43,Information,1.0,,312319371273973760,CitigroupBRK,[video] Banks Getting Healthier Every Year: S and P:  http://t.co/OncoLn013P #Citigroup #BRK
662823297,false,finalized,3,2/18/2015 09:32:17,Action,0.6569,,312308975272071168,CitigroupBRK,"The Federal Reserve, Bank of America, and Wells Fargo: What You Need to Know Right Now:  http://t.co/mNrhyaQFCm #Citigroup #BRK"
662823298,false,finalized,3,2/18/2015 12:52:29,Information,1.0,,312308973934096384,CitigroupBRK,E*Trade stock falls 8 pct on sale by biggest shareholder:  http://t.co/unnodKxnPE #Citigroup #BRK
662823299,false,finalized,3,2/18/2015 11:12:42,Information,1.0,,312298706915442688,CitigroupBRK,Trade Group Formed With BofA After Securitization Rival Exodus:  http://t.co/21Rfmhv4pE #Citigroup #BRK
662823300,false,finalized,3,2/18/2015 03:56:03,Information,1.0,,312248622706208768,CitigroupBRK,Ken Griffin's E-Trade Move: Billionaire's Citadel To Sell As Stock Hits 52-Week High:  http://t.co/nBUOlZseqs #Citigroup #BRK
662823301,false,finalized,3,2/18/2015 12:22:00,Information,1.0,,312232697038766080,CitigroupBRK,"Citigroup, Wells Fargo Reach Clawback Deal With New York: Employees responsible for serious fi... http://t.co/N0dJ7Pc5ef #Citigroup #BRK"
662823302,false,finalized,3,2/18/2015 12:47:14,Information,1.0,,312214038698409984,CitigroupBRK,Sun Communities Makes Offering:  http://t.co/16SPADzCc0 #Citigroup #BRK
662823303,false,finalized,3,2/18/2015 06:54:04,Information,1.0,,312151282192375808,CitigroupBRK,"Citadel to sell its 9.6% stake in E-Trade, Reuters reports:  http://t.co/wU7yGSCccN #Citigroup #BRK"
662823304,false,finalized,3,2/18/2015 04:26:12,Information,1.0,,312116341899407360,CitigroupBRK,"Citadel to sell its remaining stake in E*Trade: Citadel LLC, the largest investor in E*Trade F... http://t.co/hpwcllDIPn #Citigroup #BRK"
662823305,false,finalized,3,2/18/2015 09:13:25,Action,0.6643,,312009764156604416,CitigroupBRK,4 Reasons To Buy General Electric Right Now:  http://t.co/SQQpMN9pkT #Citigroup #BRK
662823306,false,finalized,3,2/18/2015 04:37:19,Information,1.0,,311998975421063168,CitigroupBRK,A Responsible Bank for the Long Term: [at Motley Fool] - While big banks like Citigroup and Ba... http://t.co/s9hQgeKxYn #Citigroup #BRK
662823307,false,finalized,3,2/18/2015 12:48:08,Information,1.0,,311998971453263872,CitigroupBRK,UPDATE 1-Citadel to sell its remaining stake in E*Trade:  http://t.co/nJo8JzW2bI #Citigroup #BRK
662823308,false,finalized,3,2/18/2015 12:45:05,Information,1.0,,311979197813882880,CitigroupBRK,Citadel to sell its remaining stake in E*Trade:  http://t.co/CYs5DmjREE #Citigroup #BRK
662823309,false,finalized,3,2/18/2015 12:08:13,Information,1.0,,311979196249411584,CitigroupBRK,Mission Asset Fund to Launch Security Deposit Loan Program for Underbanked with Support from C... http://t.co/AoQLRqvNru #Citigroup #BRK
662823310,false,finalized,3,2/18/2015 12:36:55,Information,1.0,,311959753490329600,CitigroupBRK,Second Circuit Rules That Putative Auction Rate Securities Class...: In Mayor and City Council... http://t.co/DcvhyOuys6 #Citigroup #BRK
662823311,false,finalized,3,2/18/2015 06:50:01,Information,1.0,,311717209854590976,CitigroupBRK,Aggressive global loan expansion by China Development Bank: Ten years on from the outbreak tha... http://t.co/k8iJ323BWb #Citigroup #BRK
662823312,false,finalized,3,2/18/2015 06:53:07,Information,1.0,,311588890060402688,CitigroupBRK,New York Community Bancorp: M&amp A Rumor Winner:  http://t.co/Cne7umaWfc #Citigroup #BRK
662823313,false,finalized,3,2/18/2015 13:47:22,Information,1.0,,311588888688857088,CitigroupBRK,Microsoft’s Skype Under Investigation and 2 Other Heavily Traded Stocks:  http://t.co/f3ifEB9per #Citigroup #BRK
662823314,false,finalized,3,2/18/2015 06:46:49,Information,1.0,,311546991056396288,CitigroupBRK,Mission Asset Fund to Launch Security Deposit Loan Program for Underbanked with Support from C... http://t.co/W9PoQdCAxK #Citigroup #BRK
662823315,false,finalized,3,2/18/2015 11:30:44,Information,1.0,,311510410958368768,CitigroupBRK,"Affordable lender CPC gets $250M Citigroup boost: Community Preservation Corporation, a strugg... http://t.co/kOzYxEFCkx #Citigroup #BRK"
662823316,false,finalized,3,2/18/2015 12:35:10,Information,1.0,,311300595912949760,CitigroupBRK,"U.S. Stocks Rise as S&amp P 500 Approaches Record, Volatility Slips: The Standard &amp  Poor's 500 Ind... http://t.co/2YgjZ6kC7n #Citigroup #BRK"
662823317,false,finalized,3,2/18/2015 12:52:29,Information,1.0,,311299882147250176,CitigroupBRK,Government sold almost $490M of GM stock in Feb:  http://t.co/m7uaoQ7oiT #Citigroup #BRK
662823318,false,finalized,3,2/18/2015 04:00:06,Information,1.0,,311258042140336128,CitigroupBRK,BlackBerry Prepares For Big Launch and 3 Other Heavily Traded Stocks:  http://t.co/CiBFIhRR5q #Citigroup #BRK
662823319,false,finalized,3,2/18/2015 07:05:50,Information,0.6639,,311161257388544000,CitigroupBRK,[video] FMHR's Top Three Trades:  http://t.co/s7AgDgH6Bm #Citigroup #BRK
662823320,false,finalized,3,2/18/2015 13:16:47,Information,1.0,,311114858139623424,CitigroupBRK,Ex-Citi Trader: I Learned More In One Year Of Photographing...: Former Citigroup forex trader ... http://t.co/HwrhXbTer8 #Citigroup #BRK
662823321,false,finalized,3,2/18/2015 12:54:45,Information,1.0,,311114245335044096,CitigroupBRK,Exclusive Interview With Former AIG CEO Hank Greenberg: Black Boxes and Too Big to Fail:  http://t.co/vZZgqj61vv #Citigroup #BRK
662823322,false,finalized,3,2/18/2015 14:06:43,Information,1.0,,311103798867263488,CitigroupBRK,Futures Trade Flat After Record Gains:  http://t.co/U3GI3GhWDO #Citigroup #BRK
662823323,false,finalized,3,2/18/2015 10:18:09,Information,0.6668,,311093922749370368,CitigroupBRK,Is Citi safer than JPMorgan?: The newest stress tests for US banks produced scores that are at... http://t.co/0ZcNGmsMpj #Citigroup #BRK
662823324,false,finalized,3,2/18/2015 09:32:57,Information,1.0,,310994644810989568,CitigroupBRK,Analysis: S&amp P paper trail may lead nowhere in government case:  http://t.co/Bxz2x52Nwi #Citigroup #BRK
662823325,false,finalized,3,2/18/2015 13:41:47,Information,1.0,,310985187922161664,CitigroupBRK,"Analysis: S&amp P paper trail may lead nowhere in government case: [Reuters] - In early 2007, as s... http://t.co/7dGVT47Mqp #Citigroup #BRK"
662823326,false,finalized,3,2/18/2015 06:54:25,Information,0.6639,,310786094696370176,CitigroupBRK,15 Reasons Bank of America Is a Buy Right Now: [at Motley Fool] - Over a dozen reasons the big... http://t.co/n8DjLxp666 #Citigroup #BRK
662823327,false,finalized,3,2/18/2015 05:04:25,Information,1.0,,310700749246062592,CitigroupBRK,Dubai lender ENBD eyes bond sale to repay government funds: sources:  http://t.co/nix9BEiXmN #Citigroup #BRK
662823328,false,finalized,3,2/18/2015 13:20:06,Action,0.6645,,310289007584104448,CitigroupBRK,Is Citi safer than JPMorgan? And other stress-test questions:  http://t.co/5i5hYbzVmL #Citigroup #BRK
662823329,false,finalized,3,2/18/2015 12:39:22,Information,1.0,,310279903868248064,CitigroupBRK,Analysis: Is Citi safer than JPMorgan? And ...: The newest stress tests for U.S. banks produce... http://t.co/sAr7TXSW6k #Citigroup #BRK
662823330,false,finalized,3,2/18/2015 09:11:03,Information,1.0,,310105023050809344,CitigroupBRK,Citigroup's Capital XV Trust Preferred Securities Ex-Dividend Reminder - 3/12/13:  http://t.co/MmG8CLDue5 #Citigroup #BRK
662823331,false,finalized,3,2/18/2015 06:46:07,Information,1.0,,310041094287151104,CitigroupBRK,UPDATE 1-Denizbank in exclusive talks on Citi's Turkish unit-sources:  http://t.co/Z4FO8b1RzZ #Citigroup #BRK
662823332,false,finalized,3,2/18/2015 06:59:04,Information,1.0,,309839644961423360,CitigroupBRK,Major U.S. banks pass Fed's health test:  http://t.co/NMVzFlLhpi #Citigroup #BRK
662823333,false,finalized,3,2/18/2015 09:19:51,Information,1.0,,309812367934504960,CitigroupBRK,Citi Plays It Safe After Last Year's Embarrassing Fed Rejection:  http://t.co/Pn1PDKfhu2 #Citigroup #BRK
662823334,false,finalized,3,2/18/2015 13:11:10,Information,1.0,,309780657704415232,CitigroupBRK,Citigroup above Fed standard in stress test:  http://t.co/Q2rKnRudzE #Citigroup #BRK
662823335,false,finalized,3,2/18/2015 07:04:44,Information,1.0,,309629840745705472,CitigroupBRK,"Exclusive: Hedge fund Portman Square scales back, CEO steps down:  http://t.co/L8UiwCj5oh #Citigroup #BRK"
662823336,false,finalized,3,2/18/2015 12:34:20,Information,1.0,,309455625161695232,CitigroupBRK,"Exclusive: Hedge fund Portman Square scales back, CEO steps down - sources: The chief executiv... http://t.co/IKvC78LjrG #Citigroup #BRK"
662823337,false,finalized,3,2/18/2015 11:53:23,Information,1.0,,309424134276935680,CitigroupBRK,Texas Banks in Better Position Than Most U.S. Community Banks: Strong Texas Economy Never Fell... http://t.co/kw4VW8Ena7 #Citigroup #BRK
662823338,false,finalized,3,2/18/2015 11:32:09,Information,1.0,,309415472095428608,CitigroupBRK,"Exclusive: Hedge fund Portman Square scales back, CEO steps down - sources:  http://t.co/652RkFJ7kQ #Citigroup #BRK"
662823339,false,finalized,3,2/18/2015 09:12:23,Information,1.0,,309415470614839296,CitigroupBRK,"Exclusive - Hedge fund Portman Square scales back, CEO steps down: sources:  http://t.co/cE0BJrUSBc #Citigroup #BRK"
662823340,false,finalized,3,2/18/2015 12:19:53,Information,1.0,,309373224049864704,CitigroupBRK,Will Citigroup Return to Its Former Glory?: Binu is a member of The Motley Fool Blog Network -... http://t.co/nWEXGbkeAW #Citigroup #BRK
662823341,false,finalized,3,2/18/2015 12:12:08,Information,1.0,,309077799254257664,CitigroupBRK,Citi on right strategic path — Corbat:  http://t.co/WzJy9mRTg3 #Citigroup #BRK
662823342,false,finalized,3,2/18/2015 08:50:15,Information,1.0,,309042350955581440,CitigroupBRK,"Banks, traders wary of two-step stress test:  http://t.co/BeZ8Oh86V9 #Citigroup #BRK"
662823343,false,finalized,3,2/18/2015 09:04:01,Information,1.0,,309024428870754304,CitigroupBRK,Excess Capital Encourages M&amp A Activity with More Buyers than Sellers  Smaller Banks More Likel... http://t.co/iF4mbIGH0Z #Citigroup #BRK
662823344,false,finalized,3,2/18/2015 13:00:57,Information,1.0,,308995769610936320,CitigroupBRK,Citi's strategy remains the right one: Corbat:  http://t.co/pCda2ioJua #Citigroup #BRK
662823345,false,finalized,3,2/18/2015 12:54:43,Information,1.0,,308961365291311104,CitigroupBRK,Citigroup agrees to buy back securities from Hawaii ahead of schedule: Citigroup Inc. has agre... http://t.co/waGRsIZLE2 #Citigroup #BRK
662823346,false,finalized,3,2/18/2015 12:55:12,Information,1.0,,308894532181843968,CitigroupBRK,Citigroup agrees to buy back securities from Hawaii ahead of schedule:  http://t.co/Ftmb6b0zbD #Citigroup #BRK
662823347,false,finalized,3,2/18/2015 05:23:28,Information,1.0,,308814011741376512,CitigroupBRK,"Topaz Exchange, EU Pension Trades, Borg: Compliance:  http://t.co/FdjGuyyXnv #Citigroup #BRK"
662823348,false,finalized,3,2/18/2015 13:51:57,Information,0.6577,,308696475335000000,CitigroupBRK,[video] Should Government Cap Bankers' Bonuses?:  http://t.co/gHvUPfXl1Q #Citigroup #BRK
662823349,false,finalized,3,2/18/2015 12:56:10,Information,1.0,,308657398829182976,CitigroupBRK,Securitization Lobby in Disarray After Most Directors Quit: The American Securitization Forum ... http://t.co/IaEfqHyhcq #Citigroup #BRK
662823350,false,finalized,3,2/18/2015 12:12:08,Information,1.0,,308647796024680448,CitigroupBRK,Exclusive - Goldman eyes Volcker workaround for buyouts:  http://t.co/Wd9tMGEdwX #Citigroup #BRK
