"word","in documents","total","in class (JobPostings)","in class (Tweets)"
"chiefs_reuters_former",1.0,1.0,0.0,1.0
"chiefs_worke_http",1.0,1.0,0.0,1.0
"chiefs_worked_presid",1.0,1.0,0.0,1.0
"chiffres_http_co",1.0,1.0,0.0,1.0
"child_amp_maternal",1.0,1.0,0.0,1.0
"child_body_composition",1.0,1.0,0.0,1.0
"child_development_nins",1.0,1.0,0.0,1.0
"child_friendly_see",1.0,2.0,0.0,2.0
"child_labour_annual",1.0,1.0,0.0,1.0
"child_labour_cocoa",1.0,1.0,0.0,1.0
"child_labour_competition",1.0,1.0,0.0,1.0
"child_labour_http",1.0,2.0,0.0,2.0
"child_labour_issue",1.0,11.0,0.0,11.0
"child_labour_lopez",1.0,1.0,0.0,1.0
"child_labour_problem",1.0,3.0,0.0,3.0
"child_labour_process",1.0,1.0,0.0,1.0
"child_labour_response",1.0,1.0,0.0,1.0
"child_life_lasting",1.0,2.0,0.0,2.0
"child_sun_read",1.0,1.0,0.0,1.0
"child_unveils_newly",1.0,1.0,0.0,1.0
"childbirth_preventable_learn",1.0,1.0,0.0,1.0
"childhood_immunization_schedule",1.0,1.0,0.0,1.0
"childhood_obesity_global",1.0,1.0,0.0,1.0
"childhood_obesity_nins",1.0,1.0,0.0,1.0
"childlabour_zerotolerance_http",1.0,1.0,0.0,1.0
"children_adolescents_http",1.0,1.0,0.0,1.0
"children_adopt_healthy",1.0,2.0,0.0,2.0
"children_amp_indulgence",1.0,2.0,0.0,2.0
"children_ate_healthier",1.0,2.0,0.0,2.0
"children_attain_postgraduate",1.0,1.0,0.0,1.0
"children_beneficial_http",1.0,1.0,0.0,1.0
"children_benefit_fund",1.0,1.0,0.0,1.0
"children_born_gestational",1.0,1.0,0.0,1.0
"children_campaign_http",1.0,1.0,0.0,1.0
"children_cancer_http",1.0,1.0,0.0,1.0
"children_classic_good",1.0,1.0,0.0,1.0
"children_common_food",1.0,1.0,0.0,1.0
"children_competent_inheritence",1.0,1.0,0.0,1.0
"children_cooked_parent",1.0,2.0,0.0,2.0
"children_cooking_parent",1.0,2.0,0.0,2.0
"children_cow_milk",1.0,2.0,0.0,2.0
"children_day_business",1.0,1.0,0.0,1.0
"children_day_noodls",1.0,1.0,0.0,1.0
"children_developing_unhealthy",1.0,1.0,0.0,1.0
"children_developing_world",1.0,1.0,0.0,1.0
"children_diets_amp",1.0,1.0,0.0,1.0
"children_false_finalized",1.0,1.0,0.0,1.0
"children_given_opportunity",1.0,1.0,0.0,1.0
"children_grow_fresh",1.0,1.0,0.0,1.0
"children_gt_yrs",1.0,1.0,0.0,1.0
"children_health_day",1.0,1.0,0.0,1.0
"children_help_cook",1.0,2.0,0.0,2.0
"children_hospice_http",1.0,1.0,0.0,1.0
"children_hospital_false",1.0,1.0,0.0,1.0
"children_hospital_geneva",1.0,1.0,0.0,1.0
"children_hospital_uni",1.0,1.0,0.0,1.0
"children_hospitals_false",1.0,1.0,0.0,1.0
"children_http_bit",1.0,2.0,0.0,2.0
"children_http_co",1.0,4.0,0.0,4.0
"children_http_ow",1.0,1.0,0.0,1.0
"children_hungry_appear",1.0,1.0,0.0,1.0
"children_learn_languages",1.0,1.0,0.0,1.0
"children_literacy_http",1.0,1.0,0.0,1.0
"children_lt_http",1.0,2.0,0.0,2.0
"children_lt_record",1.0,2.0,0.0,2.0
"children_lt_worldwide",1.0,2.0,0.0,2.0
"children_meal_increased",1.0,1.0,0.0,1.0
"children_mock_billionaire",1.0,1.0,0.0,1.0
"children_nins_false",1.0,1.0,0.0,1.0
"children_nutrition_amp",1.0,1.0,0.0,1.0
"children_nutritional_years",1.0,1.0,0.0,1.0
"children_nyc_http",1.0,1.0,0.0,1.0
"children_obese_likely",1.0,1.0,0.0,1.0
"children_optimal_taste",1.0,2.0,0.0,2.0
"children_previously_vaccinated",1.0,1.0,0.0,1.0
"children_pursue_higher",1.0,1.0,0.0,1.0
"children_reclaim_lost",1.0,2.0,0.0,2.0
"children_showing_racism",1.0,1.0,0.0,1.0
"children_source_euromonitor",1.0,1.0,0.0,1.0
"children_speak_doctor",1.0,2.0,0.0,2.0
"children_suffer_food",1.0,1.0,0.0,1.0
"children_surviving_yrs",1.0,2.0,0.0,2.0
"children_take_part",1.0,1.0,0.0,1.0
"children_thought_severely",1.0,1.0,0.0,1.0
"children_time_http",1.0,1.0,0.0,1.0
"children_try_food",1.0,2.0,0.0,2.0
"children_turkey_learn",1.0,2.0,0.0,2.0
"children_visit_http",1.0,2.0,0.0,2.0
"children_world_chemistry",1.0,1.0,0.0,1.0
"children_worldwide_completely",1.0,2.0,0.0,2.0
"children_years_old",1.0,1.0,0.0,1.0
"childrensaidnyc_citivolunteers_wagonroadcamp",1.0,1.0,0.0,1.0
"chile_aims_reduce",1.0,1.0,0.0,1.0
"chile_http_bit",1.0,1.0,0.0,1.0
"chile_http_co",1.0,1.0,0.0,1.0
"chile_opening_dairy",1.0,1.0,0.0,1.0
"chilean_dairy_sector",1.0,1.0,0.0,1.0
"chill_emergingmarkets_longer",1.0,1.0,0.0,1.0
"chilli_http_co",1.0,1.0,0.0,1.0
"chimneychim_draining_developing",1.0,1.0,0.0,1.0
"china_asset_triple",1.0,1.0,0.0,1.0
"china_citi_cup",1.0,2.0,0.0,2.0
"china_citi_supports",1.0,1.0,0.0,1.0
"china_citic_securities",1.0,1.0,0.0,1.0
"china_dairy_false",1.0,1.0,0.0,1.0
"china_development_bank",1.0,1.0,0.0,1.0
"china_false_finalized",1.0,3.0,0.0,3.0
"china_ghf_http",1.0,1.0,0.0,1.0
"china_help_accelerate",1.0,1.0,0.0,1.0
"china_http_bit",1.0,1.0,0.0,1.0
"china_http_co",1.0,3.0,0.0,3.0
"china_laboratory_partnership",1.0,1.0,0.0,1.0
"china_mengniu_liquid",1.0,1.0,0.0,1.0
"china_opportunities_rmb",1.0,1.0,0.0,1.0
"china_receives_world",1.0,1.0,0.0,1.0
"china_school_called",1.0,1.0,0.0,1.0
"china_trade_decline",1.0,1.0,0.0,1.0
"china_trust_online",1.0,1.0,0.0,1.0
"chinese_babies_rural",1.0,1.0,0.0,1.0
"chinese_http_co",1.0,1.0,0.0,1.0
"chinese_middle_class",1.0,1.0,0.0,1.0
"chinese_resigning_jobs",1.0,1.0,0.0,1.0
"chinese_schools_http",1.0,1.0,0.0,1.0
"chip_cookies_http",1.0,2.0,0.0,2.0
"chitra_indonesian_soup",1.0,1.0,0.0,1.0
"chnimzsp_false_finalized",1.0,1.0,0.0,1.0
"chocolate_chip_cookies",1.0,2.0,0.0,2.0
"chocolate_enrobing_http",1.0,2.0,0.0,2.0
"chocolate_help_hold",1.0,2.0,0.0,2.0
"chocolate_http_co",1.0,1.0,0.0,1.0
"chocolate_personality_receive",1.0,1.0,0.0,1.0
"chocolate_powder_sold",1.0,47.0,0.0,47.0
"chocolate_watch_daily",1.0,2.0,0.0,2.0
"chocolatecoveredfact_easter_false",1.0,1.0,0.0,1.0
"chocolatecoveredfact_easter_golden",1.0,1.0,0.0,1.0
"chocolatecoveredfacts_false_finalized",1.0,3.0,0.0,3.0
"chocolatecoveredfacts_golden_information",1.0,2.0,0.0,2.0
"chocolatecoveredfacts_http_co",1.0,2.0,0.0,2.0
"chocolates_spain_http",1.0,1.0,0.0,1.0
"choi_laibson_madrian",1.0,1.0,0.0,1.0
"choices_eat_yogurt",1.0,1.0,0.0,1.0
"choices_people_diabetes",1.0,1.0,0.0,1.0
"choices_season_see",1.0,2.0,0.0,2.0
"choir_garethmalone_prepares",1.0,1.0,0.0,1.0
"choir_proud_bbctwo",1.0,1.0,0.0,1.0
"choir_year_magnificent",1.0,2.0,0.0,2.0
"choirs_participating_final",1.0,1.0,0.0,1.0
"cholesterol_checked_false",1.0,1.0,0.0,1.0
"cholesterol_checked_national",1.0,1.0,0.0,1.0
"cholesterol_education_month",1.0,4.0,0.0,4.0
"cholesterol_http_co",1.0,1.0,0.0,1.0
"cholesterol_levels_checked",1.0,1.0,0.0,1.0
"choose_socialmedia_platform",1.0,1.0,0.0,1.0
"chris_austin_mike",1.0,1.0,0.0,1.0
"chris_lucas_step",1.0,1.0,0.0,1.0
"christian_help_develop",1.0,1.0,0.0,1.0
"christina_favourite_smarties",1.0,2.0,0.0,2.0
"christinaruteck_thanks_christina",1.0,2.0,0.0,2.0
"christine_lam_citi",1.0,1.0,0.0,1.0
"christmas_coming_greenwich",1.0,1.0,0.0,1.0
"chromosomes_cause_chronic",1.0,2.0,0.0,2.0
"chronic_hepatitis_discuss",1.0,1.0,0.0,1.0
"chronic_myeloid_leukemia",1.0,2.0,0.0,2.0
"chronic_non_communicable",1.0,2.0,0.0,2.0
"chronicle_philanthropy_says",1.0,1.0,0.0,1.0
"chronicle_wealth_management",1.0,1.0,0.0,1.0
"chw_false_finalized",1.0,1.0,0.0,1.0
"ci_http_ow",1.0,1.0,0.0,1.0
"cibfihrr_citigroup_brk",1.0,1.0,0.0,1.0
"cijjnvrip_career_profwomen",1.0,1.0,0.0,1.0
"cinsbzor_false_finalized",1.0,1.0,0.0,1.0
"cio_aaron_gurwitz",1.0,1.0,0.0,1.0
"cio_award_honorees",1.0,1.0,0.0,1.0
"cio_magazine_cio",1.0,1.0,0.0,1.0
"ciq_xn_nestle",1.0,1.0,0.0,1.0
"circle_http_co",1.0,2.0,0.0,2.0
"circle_wef_health",1.0,2.0,0.0,2.0
"circuit_rules_putative",1.0,1.0,0.0,1.0
"ciroconc_http_co",1.0,1.0,0.0,1.0
"cis_launched_women",1.0,1.0,0.0,1.0
"cit_http_co",1.0,1.0,0.0,1.0
"citadel_griffin_leave",1.0,1.0,0.0,1.0
"citadel_llc_http",1.0,1.0,0.0,1.0
"citadel_llc_largest",1.0,1.0,0.0,1.0
"citadel_sell_remaining",1.0,3.0,0.0,3.0
"citadel_sell_stake",1.0,1.0,0.0,1.0
"citadel_sell_stock",1.0,1.0,0.0,1.0
"citi_access_responsible",1.0,1.0,0.0,1.0
"citi_acquire_ing",1.0,1.0,0.0,1.0
"citi_advice_making",1.0,1.0,0.0,1.0
"citi_advice_mentor",1.0,1.0,0.0,1.0
"citi_advice_putting",1.0,1.0,0.0,1.0
"citi_affordablehousing_successstory",1.0,1.0,0.0,1.0
"citi_agreed_rt",1.0,1.0,0.0,1.0
"citi_agreements_align",1.0,1.0,0.0,1.0
"citi_agri_big",1.0,1.0,0.0,1.0
"citi_airisvett_great",1.0,1.0,0.0,1.0
"citi_amp_healthcare",1.0,2.0,0.0,2.0
"citi_amp_milken",1.0,1.0,0.0,1.0
"citi_amp_strengthen",1.0,1.0,0.0,1.0
"citi_analytics_social",1.0,1.0,0.0,1.0
"citi_andreasalazar_thanks",1.0,1.0,0.0,1.0
"citi_announce_global",1.0,1.0,0.0,1.0
"citi_announce_judging",1.0,1.0,0.0,1.0
"citi_announces_aetna",1.0,1.0,0.0,1.0
"citi_announces_million",1.0,1.0,0.0,1.0
"citi_announces_support",1.0,1.0,0.0,1.0
"citi_announcing_partners",1.0,1.0,0.0,1.0
"citi_app_fix",1.0,2.0,0.0,2.0
"citi_asset_building",1.0,1.0,0.0,1.0
"citi_australia_proud",1.0,1.0,0.0,1.0
"citi_avoid_burn",1.0,1.0,0.0,1.0
"citi_awarding_venezuelan",1.0,2.0,0.0,2.0
"citi_balance_entrepreneurship",1.0,1.0,0.0,1.0
"citi_banamex_tradition",1.0,2.0,0.0,2.0
"citi_banks_communicate",1.0,1.0,0.0,1.0
"citi_baxter_govt",1.0,1.0,0.0,1.0
"citi_beneficios_de",1.0,1.0,0.0,1.0
"citi_bestcareeradvice_champion",1.0,1.0,0.0,1.0
"citi_bicw_false",1.0,1.0,0.0,1.0
"citi_big_moment",1.0,2.0,0.0,2.0
"citi_biggest_mistake",1.0,1.0,0.0,1.0
"citi_bikes_help",1.0,2.0,0.0,2.0
"citi_bn_climate",1.0,1.0,0.0,1.0
"citi_bobannibaleciti_amp",1.0,1.0,0.0,1.0
"citi_bobannibaleciti_building",1.0,1.0,0.0,1.0
"citi_bought_http",1.0,1.0,0.0,1.0
"citi_build_great",1.0,1.0,0.0,1.0
"citi_cali_colombia",1.0,1.0,0.0,1.0
"citi_cameroon_citivolunteers",1.0,1.0,0.0,1.0
"citi_canada_proud",1.0,1.0,0.0,1.0
"citi_carolanne_minashi",1.0,1.0,0.0,1.0
"citi_cc_holders",1.0,1.0,0.0,1.0
"citi_celebrate_global",1.0,3.0,0.0,3.0
"citi_celebrates_annual",1.0,1.0,0.0,1.0
"citi_celebrates_sponsorship",1.0,1.0,0.0,1.0
"citi_celebrates_teach",1.0,2.0,0.0,2.0
"citi_ceo_corbat",1.0,3.0,0.0,3.0
"citi_ceo_mike",1.0,2.0,0.0,2.0
"citi_ceo_vikram",1.0,2.0,0.0,2.0
"citi_ceos_act",1.0,1.0,0.0,1.0
"citi_chairman_richard",1.0,1.0,0.0,1.0
"citi_change_http",1.0,1.0,0.0,1.0
"citi_chicago_urban",1.0,2.0,0.0,2.0
"citi_chief_fx",1.0,3.0,0.0,3.0
"citi_china_citi",1.0,3.0,0.0,3.0
"citi_choir_proud",1.0,1.0,0.0,1.0
"citi_choose_socialmedia",1.0,1.0,0.0,1.0
"citi_ciroconc_http",1.0,1.0,0.0,1.0
"citi_citi_amp",1.0,3.0,0.0,3.0
"citi_citi_australia",1.0,1.0,0.0,1.0
"citi_citi_bn",1.0,1.0,0.0,1.0
"citi_citi_bobannibaleciti",1.0,2.0,0.0,2.0
"citi_citi_ceo",1.0,3.0,0.0,3.0
"citi_citi_community",1.0,1.0,0.0,1.0
"citi_citi_deborah",1.0,1.0,0.0,1.0
"citi_citi_employees",1.0,1.0,0.0,1.0
"citi_citi_excited",1.0,4.0,0.0,4.0
"citi_citi_facilities",1.0,1.0,0.0,1.0
"citi_citi_foundation",1.0,7.0,0.0,7.0
"citi_citi_francesco",1.0,1.0,0.0,1.0
"citi_citi_funds",1.0,1.0,0.0,1.0
"citi_citi_given",1.0,2.0,0.0,2.0
"citi_citi_graham",1.0,1.0,0.0,1.0
"citi_citi_hungary",1.0,1.0,0.0,1.0
"citi_citi_ipb",1.0,1.0,0.0,1.0
"citi_citi_issues",1.0,1.0,0.0,1.0
"citi_citi_joins",1.0,1.0,0.0,1.0
"citi_citi_launches",1.0,2.0,0.0,2.0
"citi_citi_lent",1.0,2.0,0.0,2.0
"citi_citi_liifund",1.0,1.0,0.0,1.0
"citi_citi_linkedin",1.0,1.0,0.0,1.0
"citi_citi_md",1.0,1.0,0.0,1.0
"citi_citi_money",1.0,1.0,0.0,1.0
"citi_citi_named",1.0,2.0,0.0,2.0
"citi_citi_openlend",1.0,1.0,0.0,1.0
"citi_citi_peru",1.0,2.0,0.0,2.0
"citi_citi_private",1.0,2.0,0.0,2.0
"citi_citi_proud",1.0,7.0,0.0,7.0
"citi_citi_proudly",1.0,1.0,0.0,1.0
"citi_citi_receives",1.0,4.0,0.0,4.0
"citi_citi_sponsored",1.0,1.0,0.0,1.0
"citi_citi_sponsors",1.0,1.0,0.0,1.0
"citi_citi_st",1.0,2.0,0.0,2.0
"citi_citi_support",1.0,1.0,0.0,1.0
"citi_citi_working",1.0,1.0,0.0,1.0
"citi_citicma_named",1.0,1.0,0.0,1.0
"citi_citidigimoney_objectives",1.0,1.0,0.0,1.0
"citi_cities_continue",1.0,1.0,0.0,1.0
"citi_cities_people",1.0,1.0,0.0,1.0
"citi_cities_strong",1.0,1.0,0.0,1.0
"citi_citieverystep_praised",1.0,1.0,0.0,1.0
"citi_citifoundation_invested",1.0,1.0,0.0,1.0
"citi_citivolunteer_deb",1.0,1.0,0.0,1.0
"citi_citivolunteers_brazil",1.0,1.0,0.0,1.0
"citi_citivolunteers_citibankmalaysia",1.0,1.0,0.0,1.0
"citi_citivolunteers_cities",1.0,1.0,0.0,1.0
"citi_citivolunteers_countries",1.0,1.0,0.0,1.0
"citi_citivolunteers_diaglobaldelacomunidad",1.0,1.0,0.0,1.0
"citi_citivolunteers_donated",1.0,1.0,0.0,1.0
"citi_citivolunteers_give",1.0,1.0,0.0,1.0
"citi_citivolunteers_gt",1.0,1.0,0.0,1.0
"citi_citivolunteers_helped",1.0,1.0,0.0,1.0
"citi_citivolunteers_http",1.0,1.0,0.0,1.0
"citi_citivolunteers_hungary",1.0,1.0,0.0,1.0
"citi_citivolunteers_ibm",1.0,1.0,0.0,1.0
"citi_citivolunteers_la",1.0,2.0,0.0,2.0
"citi_citivolunteers_milan",1.0,1.0,0.0,1.0
"citi_citivolunteers_philippines",1.0,1.0,0.0,1.0
"citi_citivolunteers_ready",1.0,1.0,0.0,1.0
"citi_citivolunteers_tucuman",1.0,1.0,0.0,1.0
"citi_citivolunteers_vietnam",1.0,1.0,0.0,1.0
"citi_citivolunteers_years",1.0,1.0,0.0,1.0
"citi_city_abandoned",1.0,2.0,0.0,2.0
"citi_city_prepared",1.0,2.0,0.0,2.0
"citi_colleagues_globe",1.0,1.0,0.0,1.0
"citi_college_success",1.0,1.0,0.0,1.0
"citi_comes_empowering",1.0,1.0,0.0,1.0
"citi_commended_employer",1.0,1.0,0.0,1.0
"citi_commissioned_eiu",1.0,1.0,0.0,1.0
"citi_community_capital",1.0,2.0,0.0,2.0
"citi_community_development",1.0,1.0,0.0,1.0
"citi_community_impacted",1.0,2.0,0.0,2.0
"citi_compete_collaborate",1.0,1.0,0.0,1.0
"citi_confidence_fosters",1.0,1.0,0.0,1.0
"citi_congrats_argentina",1.0,1.0,0.0,1.0
"citi_congrats_citi",1.0,1.0,0.0,1.0
"citi_congrats_outleadership",1.0,1.0,0.0,1.0
"citi_congratulations_amp",1.0,1.0,0.0,1.0
"citi_congratulations_ftcitiawards",1.0,2.0,0.0,2.0
"citi_congratulations_poferries",1.0,1.0,0.0,1.0
"citi_congratulations_sing",1.0,1.0,0.0,1.0
"citi_congratulations_winners",1.0,2.0,0.0,2.0
"citi_continue_grow",1.0,1.0,0.0,1.0
"citi_continue_strengthen",1.0,1.0,0.0,1.0
"citi_corbat_financialinclusion",1.0,1.0,0.0,1.0
"citi_costa_rica",1.0,1.0,0.0,1.0
"citi_cover_company",1.0,1.0,0.0,1.0
"citi_cup_awards",1.0,2.0,0.0,2.0
"citi_dasmithab_thanks",1.0,1.0,0.0,1.0
"citi_deborah_mur",1.0,1.0,0.0,1.0
"citi_dhirajshekar_great",1.0,1.0,0.0,1.0
"citi_didyouknow_citi",1.0,2.0,0.0,2.0
"citi_didyouknow_citiwomen",1.0,1.0,0.0,1.0
"citi_didyouknow_cluttered",1.0,1.0,0.0,1.0
"citi_didyouknow_communication",1.0,1.0,0.0,1.0
"citi_didyouknow_nyc",1.0,1.0,0.0,1.0
"citi_didyouknow_workers",1.0,1.0,0.0,1.0
"citi_earthday_week",1.0,1.0,0.0,1.0
"citi_ecuador_gt",1.0,1.0,0.0,1.0
"citi_edskyler_positions",1.0,1.0,0.0,1.0
"citi_edskyler_talks",1.0,1.0,0.0,1.0
"citi_education_amp",1.0,3.0,0.0,3.0
"citi_efe_global",1.0,1.0,0.0,1.0
"citi_eforeducation_amp",1.0,1.0,0.0,1.0
"citi_eforeducation_raised",1.0,1.0,0.0,1.0
"citi_eforeducation_supports",1.0,1.0,0.0,1.0
"citi_el_salvador",1.0,1.0,0.0,1.0
"citi_elsalvador_ready",1.0,1.0,0.0,1.0
"citi_emerging_markets",1.0,1.0,0.0,1.0
"citi_employee_affinity",1.0,1.0,0.0,1.0
"citi_employees_nyc",1.0,1.0,0.0,1.0
"citi_employees_participating",1.0,1.0,0.0,1.0
"citi_employees_work",1.0,2.0,0.0,2.0
"citi_empowering_veterans",1.0,1.0,0.0,1.0
"citi_empowering_women",1.0,1.0,0.0,1.0
"citi_engages_suppliers",1.0,1.0,0.0,1.0
"citi_entrepreneurs_benefit",1.0,1.0,0.0,1.0
"citi_entrepreneurs_free",1.0,1.0,0.0,1.0
"citi_evp_global",1.0,1.0,0.0,1.0
"citi_excited_collaborated",1.0,1.0,0.0,1.0
"citi_excited_finalist",1.0,2.0,0.0,2.0
"citi_excited_part",1.0,1.0,0.0,1.0
"citi_excited_usrowing",1.0,2.0,0.0,2.0
"citi_extend_educational",1.0,1.0,0.0,1.0
"citi_facilities_globe",1.0,1.0,0.0,1.0
"citi_fact_globally",1.0,1.0,0.0,1.0
"citi_false_finalized",1.0,4.0,0.0,4.0
"citi_family_false",1.0,1.0,0.0,1.0
"citi_fantastic_result",1.0,1.0,0.0,1.0
"citi_fashionforward_ftcitiawards",1.0,2.0,0.0,2.0
"citi_favorite_ftcitiawards",1.0,2.0,0.0,2.0
"citi_financial_times",1.0,1.0,0.0,1.0
"citi_fndtn_graham",1.0,1.0,0.0,1.0
"citi_forget_nation",1.0,1.0,0.0,1.0
"citi_foundation_announce",1.0,1.0,0.0,1.0
"citi_foundation_cities",1.0,1.0,0.0,1.0
"citi_foundation_commits",1.0,1.0,0.0,1.0
"citi_foundation_contributing",1.0,1.0,0.0,1.0
"citi_foundation_future",1.0,1.0,0.0,1.0
"citi_foundation_initiative",1.0,1.0,0.0,1.0
"citi_foundation_invested",1.0,1.0,0.0,1.0
"citi_foundation_pam",1.0,2.0,0.0,2.0
"citi_foundation_partners",1.0,1.0,0.0,1.0
"citi_foundation_proud",1.0,1.0,0.0,1.0
"citi_foundation_support",1.0,1.0,0.0,1.0
"citi_france_global",1.0,1.0,0.0,1.0
"citi_francesco_vanni",1.0,1.0,0.0,1.0
"citi_friends_bogota",1.0,1.0,0.0,1.0
"citi_fruiz_great",1.0,1.0,0.0,1.0
"citi_ftmoi_false",1.0,1.0,0.0,1.0
"citi_fun_rt",1.0,1.0,0.0,1.0
"citi_funds_social",1.0,1.0,0.0,1.0
"citi_future_leaders",1.0,1.0,0.0,1.0
"citi_fx_head",1.0,1.0,0.0,1.0
"citi_fx_strategist",1.0,1.0,0.0,1.0
"citi_gains_accolades",1.0,1.0,0.0,1.0
"citi_gardens_project",1.0,2.0,0.0,2.0
"citi_get_organized",1.0,1.0,0.0,1.0
"citi_gfmag_names",1.0,2.0,0.0,2.0
"citi_given_global",1.0,2.0,0.0,2.0
"citi_global_community",1.0,6.0,0.0,6.0
"citi_global_head",1.0,1.0,0.0,1.0
"citi_good_civic",1.0,1.0,0.0,1.0
"citi_good_luck",1.0,1.0,0.0,1.0
"citi_good_work",1.0,1.0,0.0,1.0
"citi_google_abetterny",1.0,1.0,0.0,1.0
"citi_gp_false",1.0,1.0,0.0,1.0
"citi_graham_windham",1.0,1.0,0.0,1.0
"citi_grateful_honors",1.0,2.0,0.0,2.0
"citi_great_day",1.0,1.0,0.0,1.0
"citi_great_job",1.0,2.0,0.0,2.0
"citi_great_news",1.0,1.0,0.0,1.0
"citi_great_photo",1.0,14.0,0.0,14.0
"citi_great_photos",1.0,2.0,0.0,2.0
"citi_great_pic",1.0,1.0,0.0,1.0
"citi_great_teamwork",1.0,2.0,0.0,2.0
"citi_great_work",1.0,3.0,0.0,3.0
"citi_green_teams",1.0,1.0,0.0,1.0
"citi_grfana_thank",1.0,1.0,0.0,1.0
"citi_gt_citivolunteers",1.0,1.0,0.0,1.0
"citi_gt_mil",1.0,2.0,0.0,2.0
"citi_gtgu_false",1.0,1.0,0.0,1.0
"citi_half_individuals",1.0,1.0,0.0,1.0
"citi_happy_earthday",1.0,1.0,0.0,1.0
"citi_head_diversity",1.0,1.0,0.0,1.0
"citi_hello_thank",1.0,1.0,0.0,1.0
"citi_help_improve",1.0,1.0,0.0,1.0
"citi_helping_women",1.0,1.0,0.0,1.0
"citi_hjckxw_false",1.0,1.0,0.0,1.0
"citi_hmagx_false",1.0,1.0,0.0,1.0
"citi_honor_mr",1.0,1.0,0.0,1.0
"citi_http_co",1.0,1.0,0.0,1.0
"citi_humans_bn",1.0,1.0,0.0,1.0
"citi_hundreds_citi",1.0,2.0,0.0,2.0
"citi_hungary_launches",1.0,1.0,0.0,1.0
"citi_impact_social",1.0,2.0,0.0,2.0
"citi_india_celebrate",1.0,1.0,0.0,1.0
"citi_ingenuity_awards",1.0,3.0,0.0,3.0
"citi_ingenuity_fuels",1.0,2.0,0.0,2.0
"citi_innovative_energy",1.0,1.0,0.0,1.0
"citi_innovative_minds",1.0,2.0,0.0,2.0
"citi_investing_education",1.0,1.0,0.0,1.0
"citi_ipb_receive",1.0,1.0,0.0,1.0
"citi_israel_citivolunteers",1.0,1.0,0.0,1.0
"citi_issues_global",1.0,1.0,0.0,1.0
"citi_issues_guide",1.0,1.0,0.0,1.0
"citi_isufma_false",1.0,1.0,0.0,1.0
"citi_ivd_thank",1.0,1.0,0.0,1.0
"citi_ivdjok_false",1.0,1.0,0.0,1.0
"citi_jamaica_belize",1.0,2.0,0.0,2.0
"citi_japan_citivolunteers",1.0,1.0,0.0,1.0
"citi_jel_fantastic",1.0,1.0,0.0,1.0
"citi_joins_entire",1.0,1.0,0.0,1.0
"citi_joshmoskowitz_nyctecheconomy",1.0,1.0,0.0,1.0
"citi_keep_good",1.0,1.0,0.0,1.0
"citi_kelimccain_thank",1.0,1.0,0.0,1.0
"citi_kicking_womensday",1.0,1.0,0.0,1.0
"citi_kicks_citi",1.0,1.0,0.0,1.0
"citi_kickstart_raises",1.0,1.0,0.0,1.0
"citi_kvazam_false",1.0,1.0,0.0,1.0
"citi_ladies_citivolunteers",1.0,1.0,0.0,1.0
"citi_latest_investor",1.0,3.0,0.0,3.0
"citi_launches_advertising",1.0,1.0,0.0,1.0
"citi_launches_award",1.0,2.0,0.0,2.0
"citi_leader_suni",1.0,1.0,0.0,1.0
"citi_leadership_tip",1.0,1.0,0.0,1.0
"citi_leads_global",1.0,1.0,0.0,1.0
"citi_lent_amp",1.0,2.0,0.0,2.0
"citi_lesson_olympian",1.0,1.0,0.0,1.0
"citi_lessons_nyc",1.0,1.0,0.0,1.0
"citi_leviathan_turning",1.0,1.0,0.0,1.0
"citi_liifund_funded",1.0,1.0,0.0,1.0
"citi_lindadescano_womenandco",1.0,1.0,0.0,1.0
"citi_linkedin_connect",1.0,2.0,0.0,2.0
"citi_look_fun",1.0,1.0,0.0,1.0
"citi_looks_fun",1.0,3.0,0.0,3.0
"citi_los_angeles",1.0,1.0,0.0,1.0
"citi_made_adr",1.0,1.0,0.0,1.0
"citi_magic_formula",1.0,2.0,0.0,2.0
"citi_makingadifference_fairway",1.0,1.0,0.0,1.0
"citi_malaysia_citibank",1.0,2.0,0.0,2.0
"citi_md_lesley",1.0,1.0,0.0,1.0
"citi_meet_partners",1.0,1.0,0.0,1.0
"citi_mei_yang",1.0,1.0,0.0,1.0
"citi_microentrepreneurship_awards",1.0,2.0,0.0,2.0
"citi_microloan_program",1.0,1.0,0.0,1.0
"citi_miguzmann_great",1.0,1.0,0.0,1.0
"citi_milwer_good",1.0,1.0,0.0,1.0
"citi_mm_billion",1.0,1.0,0.0,1.0
"citi_mocha_gourmet",1.0,1.0,0.0,1.0
"citi_moment_day",1.0,2.0,0.0,2.0
"citi_moments_learning",1.0,2.0,0.0,2.0
"citi_money_health",1.0,1.0,0.0,1.0
"citi_morning_citi",1.0,1.0,0.0,1.0
"citi_mt_anethlim",1.0,1.0,0.0,1.0
"citi_mt_bobannibaleciti",1.0,1.0,0.0,1.0
"citi_mt_habitat",1.0,1.0,0.0,1.0
"citi_mt_laewdd",1.0,1.0,0.0,1.0
"citi_mt_newyorkcares",1.0,1.0,0.0,1.0
"citi_mt_redcrossny",1.0,1.0,0.0,1.0
"citi_mumbai_tech",1.0,1.0,0.0,1.0
"citi_music_good",1.0,1.0,0.0,1.0
"citi_named_consumer",1.0,1.0,0.0,1.0
"citi_named_official",1.0,1.0,0.0,1.0
"citi_named_overall",1.0,2.0,0.0,2.0
"citi_naveed_sultan",1.0,1.0,0.0,1.0
